[2861157.570] Initializing Modding Framework.
[2861157.570] Connected to modding database!
[2861157.570] Ensuring Foreign Key support is enabled and set to initially deferred.
[2861157.570] Checking database version...
[2861157.570] Modding database is up-to-date!
[2861157.570] Initializing Services...
[2861157.570] Component Discovery Service initialized.
[2861157.570] File Service initialized.
[2861157.570] Localization Service initialized.
[2861157.570] Mod Association Service initialized
[2861157.570] Mod Discovery Service initialized.
[2861157.570] Mod Loader Service initialized.
[2861157.570] Mod Selection Service missing. Skipping.
[2861157.570] Ownership Service initialized.
[2861157.570] Properties Service initialized.
[2861157.573] Setting Discovery Service initialized.
[2861157.574] Subscription Service - Detected 145 subscriptions
[2861157.575] Subscription Service - Subscription 3792052697 - Installed? 1, Downloading? 0, DownloadPending? 0
[2868724.282] Applying Component - MacedoniaText (UpdateText)
[2868724.283] Creating database save point.
[2868724.283] LocalizedText - Loading Text/en_US/Macedonia_Persia_CivilopediaText.xml
[2868724.284] LocalizedText - Loading Text/en_US/Macedonia_Persia_ConfigText.xml
[2868724.285] LocalizedText - Loading Text/en_US/Macedonia_Persia_GameplayText.xml
[2868724.286] LocalizedText - Loading Text/Macedonia_Persia_Translations_ConfigText.xml
[2868724.289] LocalizedText - Loading Text/Macedonia_Persia_Translations_ConfigText_China.xml
[2868724.289] Warning: Unable to load ../../../DLC/Macedonia_Persia/Text/Macedonia_Persia_Translations_ConfigText_China.xml
[2868724.289] Warning: LocalizedText - Failed loading XML.
[2868724.289] LocalizedText - Loading Text/Macedonia_Persia_Translations_Text.xml
[2868724.310] LocalizedText - Loading Text/Macedonia_Persia_Translations_Text_China.xml
[2868724.310] Warning: Unable to load ../../../DLC/Macedonia_Persia/Text/Macedonia_Persia_Translations_Text_China.xml
[2868724.310] Warning: LocalizedText - Failed loading XML.
[2868724.314] Successfully released save point.
[2868724.314] Applying Component - AustraliaArt (UpdateArt)
[2868724.314] ModArtLoader - Loading DLC3.dep
[2868724.314] Applying Component - AustraliaColors (UpdateColors)
[2868724.314] UpdateColors - Loading Data/Australia_Colors.xml
[2868724.314] Applying Component - AustraliaIcons (UpdateIcons)
[2868724.314] UpdateIcons - Loading Data/Australia_Icons_Civilizations.xml
[2868724.315] UpdateIcons - Loading Data/Australia_Icons_Features.xml
[2868724.315] UpdateIcons - Loading Data/Australia_Icons_Leaders.xml
[2868724.315] UpdateIcons - Loading Data/Australia_Icons_UnitActions.xml
[2868724.315] UpdateIcons - Loading Data/Australia_Icons_UnitPortraits.xml
[2868724.315] UpdateIcons - Loading Data/Australia_Icons_Units.xml
[2868724.316] Applying Component - AustraliaGameplay (UpdateDatabase)
[2868724.316] UpdateDatabase - Loading Data/Australia_Civilizations.xml
[2868724.318] UpdateDatabase - Loading Data/Australia_Features.xml
[2868724.319] UpdateDatabase - Loading Data/Australia_Improvements.xml
[2868724.320] UpdateDatabase - Loading Data/Australia_Leaders.xml
[2868724.321] UpdateDatabase - Loading Data/Australia_Units.xml
[2868724.322] Applying Component - AustraliaGameplay_XP2 (UpdateDatabase)
[2868724.322] UpdateDatabase - Loading Data/Australia_Expansion2.xml
[2868724.323] Applying Component - AustraliaARX (UpdateLogitechARX)
[2868724.323] UpdateARX - Loading Data/ARX/Civ_LEADER_JOHN_CURTIN.png
[2868724.323] Applying Component - AustraliaAudio (UpdateAudio)
[2868724.324] UpdateAudio - Loading Platforms/Windows/Audio/DLC03Banks.ini
[2868724.324] UpdateAudio - Loading Platforms/Windows/Audio/DLC03_Leader_SFX.bnk
[2868724.324] UpdateAudio - Loading Platforms/Windows/Audio/DLC03_Leader_SFX.txt
[2868724.324] UpdateAudio - Loading Platforms/Windows/Audio/DLC03_Leader_SFX.xml
[2868724.325] UpdateAudio - Loading Platforms/Windows/Audio/DLC03_Music_Bank.bnk
[2868724.325] UpdateAudio - Loading Platforms/Windows/Audio/DLC03_Music_Bank.txt
[2868724.325] UpdateAudio - Loading Platforms/Windows/Audio/DLC03_Music_Bank.xml
[2868724.325] UpdateAudio - Loading Platforms/Windows/Audio/DLC03_Speech.bnk
[2868724.325] UpdateAudio - Loading Platforms/Windows/Audio/DLC03_Speech.txt
[2868724.325] UpdateAudio - Loading Platforms/Windows/Audio/DLC03_Speech.xml
[2868724.326] UpdateAudio - Loading Platforms/Windows/Audio/DLC03_Unit_Bank_2D.bnk
[2868724.326] UpdateAudio - Loading Platforms/Windows/Audio/DLC03_Unit_Bank_2D.txt
[2868724.326] UpdateAudio - Loading Platforms/Windows/Audio/DLC03_Unit_Bank_2D.xml
[2868724.326] Applying Component - AustraliaText (UpdateText)
[2868724.327] Creating database save point.
[2868724.327] LocalizedText - Loading Text/en_US/Australia_CivilopediaText.xml
[2868724.327] LocalizedText - Loading Text/en_US/Australia_ConfigText.xml
[2868724.328] LocalizedText - Loading Text/en_US/Australia_Text.xml
[2868724.329] LocalizedText - Loading Text/Australia_Translations_ConfigText.xml
[2868724.331] LocalizedText - Loading Text/Australia_Translations_ConfigText_China.xml
[2868724.331] Warning: Unable to load ../../../DLC/Australia/Text/Australia_Translations_ConfigText_China.xml
[2868724.331] Warning: LocalizedText - Failed loading XML.
[2868724.331] LocalizedText - Loading Text/Australia_Translations_Text.xml
[2868724.342] LocalizedText - Loading Text/Australia_Translations_Text_China.xml
[2868724.343] Warning: Unable to load ../../../DLC/Australia/Text/Australia_Translations_Text_China.xml
[2868724.343] Warning: LocalizedText - Failed loading XML.
[2868724.344] Successfully released save point.
[2868724.344] Applying Component - Expansion1_MajorArt (UpdateArt)
[2868724.345] ModArtLoader - Loading Expansion1.dep
[2868724.345] Applying Component - Expansion1_PlayerColors (UpdateColors)
[2868724.345] UpdateColors - Loading Data/Expansion1_PlayerColors.xml
[2868724.345] Applying Component - Expansion1_MajorContent (UpdateDatabase)
[2868724.345] UpdateDatabase - Loading Data/Expansion1_Agendas_Major.xml
[2868724.347] UpdateDatabase - Loading Data/Expansion1_Buildings_Major.xml
[2868724.353] UpdateDatabase - Loading Data/Expansion1_Civilizations_Major.xml
[2868724.362] UpdateDatabase - Loading Data/Expansion1_Districts_Major.xml
[2868724.363] UpdateDatabase - Loading Data/Expansion1_Features_Major.xml
[2868724.365] UpdateDatabase - Loading Data/Expansion1_Improvements_Major.xml
[2868724.368] UpdateDatabase - Loading Data/Expansion1_Leaders_Major.xml
[2868724.371] UpdateDatabase - Loading Data/Expansion1_Units_Major.xml
[2868724.373] Applying Component - Expansion1_XP2 (UpdateDatabase)
[2868724.374] UpdateDatabase - Loading Data/Expansion1_Expansion2.xml
[2868724.375] Applying Component - Expansion1_MajorARX (UpdateLogitechARX)
[2868724.376] UpdateARX - Loading Data/ARX/Civ_LEADER_CHANDRAGUPTA.png
[2868724.376] UpdateARX - Loading Data/ARX/Civ_LEADER_GENGHIS_KHAN.png
[2868724.376] UpdateARX - Loading Data/ARX/Civ_LEADER_LAUTARO.png
[2868724.378] UpdateARX - Loading Data/ARX/Civ_LEADER_POUNDMAKER.png
[2868724.378] UpdateARX - Loading Data/ARX/Civ_LEADER_ROBERT_THE_BRUCE.png
[2868724.378] UpdateARX - Loading Data/ARX/Civ_LEADER_SEONDEOK.png
[2868724.379] UpdateARX - Loading Data/ARX/Civ_LEADER_SHAKA.png
[2868724.379] UpdateARX - Loading Data/ARX/Civ_LEADER_TAMAR.png
[2868724.380] UpdateARX - Loading Data/ARX/Civ_LEADER_WILHELMINA.png
[2868724.380] Applying Component - Expansion1_MajorAudio (UpdateAudio)
[2868724.380] UpdateAudio - Loading Platforms/Windows/Audio/XP1Banks.ini
[2868724.381] UpdateAudio - Loading Platforms/Windows/Audio/XP1_Ambiences.bnk
[2868724.381] UpdateAudio - Loading Platforms/Windows/Audio/XP1_Ambiences.txt
[2868724.381] UpdateAudio - Loading Platforms/Windows/Audio/XP1_Ambiences.xml
[2868724.381] UpdateAudio - Loading Platforms/Windows/Audio/XP1_Music_Bank.bnk
[2868724.382] UpdateAudio - Loading Platforms/Windows/Audio/XP1_Music_Bank.txt
[2868724.382] UpdateAudio - Loading Platforms/Windows/Audio/XP1_Music_Bank.xml
[2868724.382] UpdateAudio - Loading Platforms/Windows/Audio/XP1_Speech.bnk
[2868724.382] UpdateAudio - Loading Platforms/Windows/Audio/XP1_Speech.txt
[2868724.382] UpdateAudio - Loading Platforms/Windows/Audio/XP1_Speech.xml
[2868724.383] UpdateAudio - Loading Platforms/Windows/Audio/XP1_Unit_Bank_3D.bnk
[2868724.383] UpdateAudio - Loading Platforms/Windows/Audio/XP1_Unit_Bank_3D.txt
[2868724.383] UpdateAudio - Loading Platforms/Windows/Audio/XP1_Unit_Bank_3D.xml
[2868724.383] UpdateAudio - Loading Platforms/Windows/Audio/XP1_Wonders.bnk
[2868724.384] UpdateAudio - Loading Platforms/Windows/Audio/XP1_Wonders.txt
[2868724.384] UpdateAudio - Loading Platforms/Windows/Audio/XP1_Wonders.xml
[2868724.384] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Ambiences.bnk
[2868724.384] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Ambiences.txt
[2868724.385] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Ambiences.xml
[2868724.385] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_UI_Bank.bnk
[2868724.385] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_UI_Bank.txt
[2868724.385] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_UI_Bank.xml
[2868724.386] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Unit_Bank_3D.bnk
[2868724.386] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Unit_Bank_3D.txt
[2868724.386] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Unit_Bank_3D.xml
[2868724.386] Applying Component - Expansion1_MajorIcons (UpdateIcons)
[2868724.386] UpdateIcons - Loading Data/Expansion1_Icons_Civilizations.xml
[2868724.386] UpdateIcons - Loading Data/Expansion1_Icons_Leaders.xml
[2868724.386] UpdateIcons - Loading Data/Expansion1_Icons_Wonders.xml
[2868724.386] Applying Component - Expansion1_MajorText (UpdateText)
[2868724.386] Creating database save point.
[2868724.386] LocalizedText - Loading Text/en_US/Expansion1_Agendas_Major_Text.xml
[2868724.388] LocalizedText - Loading Text/en_US/Expansion1_CitizenNames_Major_Text.xml
[2868724.389] LocalizedText - Loading Text/en_US/Expansion1_CityNames_Major_Text.xml
[2868724.391] LocalizedText - Loading Text/en_US/Expansion1_Civilopedia_Major_Text.xml
[2868724.393] LocalizedText - Loading Text/en_US/Expansion1_ConfigText.xml
[2868724.394] LocalizedText - Loading Text/en_US/Expansion1_DiplomacyModifiers_Major_Text.xml
[2868724.395] LocalizedText - Loading Text/en_US/Expansion1_DiplomacyStatements_Major_Text.xml
[2868724.396] LocalizedText - Loading Text/en_US/Expansion1_HallofFame_Text.xml
[2868724.396] LocalizedText - Loading Text/en_US/Expansion1_LoadingInfo_Major_Text.xml
[2868724.398] LocalizedText - Loading Text/en_US/Expansion1_NaturalWonders_Major_Text.xml
[2868724.398] LocalizedText - Loading Text/Expansion1_Translations_ConfigText.xml
[2868724.406] LocalizedText - Loading Text/Expansion1_Translations_ConfigText_China.xml
[2868724.406] Warning: Unable to load ../../../DLC/Expansion1/Text/Expansion1_Translations_ConfigText_China.xml
[2868724.406] Warning: LocalizedText - Failed loading XML.
[2868724.406] LocalizedText - Loading Text/Expansion1_Translations_Major_Text.xml
[2868724.485] LocalizedText - Loading Text/Expansion1_Translations_Major_Text_China.xml
[2868724.485] Warning: Unable to load ../../../DLC/Expansion1/Text/Expansion1_Translations_Major_Text_China.xml
[2868724.485] Warning: LocalizedText - Failed loading XML.
[2868724.498] Successfully released save point.
[2868724.498] Applying Component - Expansion1_XP2Files (ImportFiles)
[2868724.498] Applying Component - Expansion2Scripts (AddGameplayScripts)
[2868724.498] GameplayScripts - Registering ../../../DLC/Expansion2/Scripts/WorldCongress.lua
[2868724.498] Applying Component - Expansion2Art (UpdateArt)
[2868724.499] ModArtLoader - Loading Expansion2.dep
[2868724.499] Applying Component - Expansion2_Core_Colors (UpdateColors)
[2868724.499] UpdateColors - Loading Data/Expansion2_Core_Colors.xml
[2868724.499] Applying Component - Expansion2_PlayerColors (UpdateColors)
[2868724.499] UpdateColors - Loading Data/Expansion2_PlayerColors.xml
[2868724.499] Applying Component - Expansion2CoreContent (UpdateDatabase)
[2868724.500] UpdateDatabase - Loading Data/Expansion1_Agendas.xml
[2868724.503] UpdateDatabase - Loading Data/Expansion1_Alliances.xml
[2868724.515] UpdateDatabase - Loading Data/Expansion1_Beliefs.xml
[2868724.515] UpdateDatabase - Loading Data/Expansion1_Buildings.xml
[2868724.525] UpdateDatabase - Loading Data/Expansion1_Civics.xml
[2868724.526] UpdateDatabase - Loading Data/Expansion1_Civilizations.xml
[2868724.530] UpdateDatabase - Loading Data/Expansion1_Civilopedia.xml
[2868724.530] UpdateDatabase - Loading Data/Expansion1_DiplomacyStatements_DeclareWar.xml
[2868724.531] UpdateDatabase - Loading Data/Expansion1_DiplomacyStatements_Greeting.xml
[2868724.531] UpdateDatabase - Loading Data/Expansion1_DiplomacyStatements_RenewAlliance.xml
[2868724.532] UpdateDatabase - Loading Data/Expansion1_DiplomaticActions.xml
[2868724.533] UpdateDatabase - Loading Data/Expansion1_Districts.xml
[2868724.535] UpdateDatabase - Loading Data/Expansion1_Emergencies.xml
[2868724.543] UpdateDatabase - Loading Data/Expansion1_Eras.xml
[2868724.543] UpdateDatabase - Loading Data/Expansion1_Features.xml
[2868724.544] UpdateDatabase - Loading Data/Expansion1_GlobalParameters.xml
[2868724.544] UpdateDatabase - Loading Data/Expansion1_Gossip.xml
[2868724.545] UpdateDatabase - Loading Data/Expansion1_Governments.xml
[2868724.550] UpdateDatabase - Loading Data/Expansion1_Governors.xml
[2868724.560] UpdateDatabase - Loading Data/Expansion1_GreatPeople_Admirals.xml
[2868724.561] UpdateDatabase - Loading Data/Expansion1_GreatPeople_Engineers.xml
[2868724.561] UpdateDatabase - Loading Data/Expansion1_GreatPeople_Generals.xml
[2868724.562] UpdateDatabase - Loading Data/Expansion1_GreatPeople_Merchants.xml
[2868724.563] UpdateDatabase - Loading Data/Expansion1_Happinesses.xml
[2868724.563] UpdateDatabase - Loading Data/Expansion1_Improvements.xml
[2868724.564] UpdateDatabase - Loading Data/Expansion1_Leaders.xml
[2868724.576] UpdateDatabase - Loading Data/Expansion1_LoyaltyLevels.xml
[2868724.578] UpdateDatabase - Loading Data/Expansion1_Modifiers.xml
[2868724.593] UpdateDatabase - Loading Data/Expansion1_Moments.xml
[2868724.616] UpdateDatabase - Loading Data/Expansion1_Notifications.xml
[2868724.620] UpdateDatabase - Loading Data/Expansion1_Policies.xml
[2868724.629] UpdateDatabase - Loading Data/Expansion1_Projects.xml
[2868724.630] UpdateDatabase - Loading Data/Expansion1_Resources.xml
[2868724.631] UpdateDatabase - Loading Data/Expansion1_Scoring.xml
[2868724.632] UpdateDatabase - Loading Data/Expansion1_Technologies.xml
[2868724.634] UpdateDatabase - Loading Data/Expansion1_UnitAbilities.xml
[2868724.640] UpdateDatabase - Loading Data/Expansion1_UnitCommands.xml
[2868724.641] UpdateDatabase - Loading Data/Expansion1_UnitOperations.xml
[2868724.642] UpdateDatabase - Loading Data/Expansion1_UnitPromotions.xml
[2868724.643] UpdateDatabase - Loading Data/Expansion1_Units.xml
[2868724.645] UpdateDatabase - Loading Data/Expansion1_Victories.xml
[2868724.645] UpdateDatabase - Loading Data/Expansion1_Wars.xml
[2868724.646] UpdateDatabase - Loading Data/Expansion1_Yields.xml
[2868724.646] UpdateDatabase - Loading Data/Expansion2_AI.xml
[2868724.650] UpdateDatabase - Loading Data/Expansion2_Agendas.xml
[2868724.655] UpdateDatabase - Loading Data/Expansion2_Beliefs.xml
[2868724.661] UpdateDatabase - Loading Data/Expansion2_Buildings.xml
[2868724.665] UpdateDatabase - Loading Data/Expansion2_Civics.xml
[2868724.669] UpdateDatabase - Loading Data/Expansion2_Civilizations.xml
[2868724.675] UpdateDatabase - Loading Data/Expansion2_Civilopedia.xml
[2868724.675] UpdateDatabase - Loading Data/Expansion2_Congress.xml
[2868724.686] UpdateDatabase - Loading Data/Expansion2_DiplomaticActions.xml
[2868724.686] UpdateDatabase - Loading Data/Expansion2_Districts.xml
[2868724.688] UpdateDatabase - Loading Data/Expansion2_Emergencies.xml
[2868724.696] UpdateDatabase - Loading Data/Expansion2_Eras.xml
[2868724.698] UpdateDatabase - Loading Data/Expansion2_Features.xml
[2868724.702] UpdateDatabase - Loading Data/Expansion2_GameCapabilities.xml
[2868724.703] UpdateDatabase - Loading Data/Expansion2_GlobalParameters.xml
[2868724.704] UpdateDatabase - Loading Data/Expansion2_GoodyHuts.xml
[2868724.705] UpdateDatabase - Loading Data/Expansion2_Gossip.xml
[2868724.706] UpdateDatabase - Loading Data/Expansion2_Governments.xml
[2868724.708] UpdateDatabase - Loading Data/Expansion2_Governors.xml
[2868724.710] UpdateDatabase - Loading Data/Expansion2_GreatPeople_Admirals.xml
[2868724.712] UpdateDatabase - Loading Data/Expansion2_GreatPeople_Generals.xml
[2868724.713] UpdateDatabase - Loading Data/Expansion2_GreatPeople_Merchants.xml
[2868724.713] UpdateDatabase - Loading Data/Expansion2_GreatWorks.xml
[2868724.714] UpdateDatabase - Loading Data/Expansion2_Improvements.xml
[2868724.722] UpdateDatabase - Loading Data/Expansion2_Leaders.xml
[2868724.738] UpdateDatabase - Loading Data/Expansion2_Maps.xml
[2868724.739] UpdateDatabase - Loading Data/Expansion2_Modifiers.xml
[2868724.763] UpdateDatabase - Loading Data/Expansion2_Moments.xml
[2868724.768] UpdateDatabase - Loading Data/Expansion2_NamedPlaces.xml
[2868724.895] UpdateDatabase - Loading Data/Expansion2_Notifications.xml
[2868724.900] UpdateDatabase - Loading Data/Expansion2_Policies.xml
[2868724.909] UpdateDatabase - Loading Data/Expansion2_Projects.xml
[2868724.924] UpdateDatabase - Loading Data/Expansion2_RandomEvents.xml
[2868724.931] UpdateDatabase - Loading Data/Expansion2_Resources.xml
[2868724.931] UpdateDatabase - Loading Data/Expansion2_Routes.xml
[2868724.932] UpdateDatabase - Loading Data/Expansion2_Technologies.xml
[2868724.936] UpdateDatabase - Loading Data/Expansion2_TurnPhases.xml
[2868724.938] UpdateDatabase - Loading Data/Expansion2_UnitAbilities.xml
[2868724.943] UpdateDatabase - Loading Data/Expansion2_UnitCommands.xml
[2868724.944] UpdateDatabase - Loading Data/Expansion2_UnitNames.xml
[2868724.944] UpdateDatabase - Loading Data/Expansion2_UnitOperations.xml
[2868724.945] UpdateDatabase - Loading Data/Expansion2_UnitPromotions.xml
[2868724.952] UpdateDatabase - Loading Data/Expansion2_Units.xml
[2868724.958] UpdateDatabase - Loading Data/Expansion2_Victories.xml
[2868724.963] Applying Component - Expansion2MajorContent (UpdateDatabase)
[2868724.963] UpdateDatabase - Loading Data/Expansion2_Agendas_Major.xml
[2868724.968] UpdateDatabase - Loading Data/Expansion2_Buildings_Major.xml
[2868724.974] UpdateDatabase - Loading Data/Expansion2_Civilizations_Major.xml
[2868724.986] UpdateDatabase - Loading Data/Expansion2_Districts_Major.xml
[2868724.987] UpdateDatabase - Loading Data/Expansion2_Improvements_Major.xml
[2868724.990] UpdateDatabase - Loading Data/Expansion2_Leaders_Major.xml
[2868725.001] UpdateDatabase - Loading Data/Expansion2_UnitAbilities_Major.xml
[2868725.005] UpdateDatabase - Loading Data/Expansion2_UnitPromotions_Major.xml
[2868725.005] UpdateDatabase - Loading Data/Expansion2_Units_Major.xml
[2868725.009] Applying Component - Expansion2_CoreText (UpdateText)
[2868725.009] Creating database save point.
[2868725.009] LocalizedText - Loading Text/Expansion2_RemoveText.xml
[2868725.013] LocalizedText - Loading Text/en_US/Expansion1_AdvisorText.xml
[2868725.014] LocalizedText - Loading Text/en_US/Expansion1_Agendas_Text.xml
[2868725.014] LocalizedText - Loading Text/en_US/Expansion1_Buildings_Text.xml
[2868725.015] LocalizedText - Loading Text/en_US/Expansion1_CityBanner_Text.xml
[2868725.016] LocalizedText - Loading Text/en_US/Expansion1_CityNames_Text.xml
[2868725.016] LocalizedText - Loading Text/en_US/Expansion1_Civics_Text.xml
[2868725.016] LocalizedText - Loading Text/en_US/Expansion1_Civilopedia_Text.xml
[2868725.018] LocalizedText - Loading Text/en_US/Expansion1_DiplomacyDeals_Text.xml
[2868725.019] LocalizedText - Loading Text/en_US/Expansion1_DiplomacyModifiers_Text.xml
[2868725.019] LocalizedText - Loading Text/en_US/Expansion1_DiplomacyStatements_Text.xml
[2868725.021] LocalizedText - Loading Text/en_US/Expansion1_Diplomacy_Text.xml
[2868725.021] LocalizedText - Loading Text/en_US/Expansion1_Districts_Text.xml
[2868725.022] LocalizedText - Loading Text/en_US/Expansion1_Eras_Text.xml
[2868725.024] LocalizedText - Loading Text/en_US/Expansion1_Gossip_Text.xml
[2868725.024] LocalizedText - Loading Text/en_US/Expansion1_GreatPeople_Text.xml
[2868725.025] LocalizedText - Loading Text/en_US/Expansion1_InGameText.xml
[2868725.030] LocalizedText - Loading Text/en_US/Expansion1_Leaders_Text.xml
[2868725.030] LocalizedText - Loading Text/en_US/Expansion1_Modifiers_Text.xml
[2868725.030] LocalizedText - Loading Text/en_US/Expansion1_Moments_Text.xml
[2868725.033] LocalizedText - Loading Text/en_US/Expansion1_Notifications_Text.xml
[2868725.034] LocalizedText - Loading Text/en_US/Expansion1_Religion_Text.xml
[2868725.034] LocalizedText - Loading Text/en_US/Expansion1_Technologies_Text.xml
[2868725.035] LocalizedText - Loading Text/en_US/Expansion1_Units_Text.xml
[2868725.035] LocalizedText - Loading Text/en_US/Expansion1_Wars_Text.xml
[2868725.035] LocalizedText - Loading Text/en_US/Expansion2_AdvisorText.xml
[2868725.036] LocalizedText - Loading Text/en_US/Expansion2_Buildings_Text.xml
[2868725.036] LocalizedText - Loading Text/en_US/Expansion2_CitizenNames_Text.xml
[2868725.039] LocalizedText - Loading Text/en_US/Expansion2_CityNames_Text.xml
[2868725.040] LocalizedText - Loading Text/en_US/Expansion2_Civics_Text.xml
[2868725.041] LocalizedText - Loading Text/en_US/Expansion2_Civilopedia_Text.xml
[2868725.045] LocalizedText - Loading Text/en_US/Expansion2_CongressText.xml
[2868725.046] LocalizedText - Loading Text/en_US/Expansion2_DiplomacyDeals_Text.xml
[2868725.046] LocalizedText - Loading Text/en_US/Expansion2_DiplomacyModifiers_Text.xml
[2868725.048] LocalizedText - Loading Text/en_US/Expansion2_DiplomacyStatements_DeclareWar_Text.xml
[2868725.048] LocalizedText - Loading Text/en_US/Expansion2_DiplomacyStatements_Denounce_Text.xml
[2868725.048] LocalizedText - Loading Text/en_US/Expansion2_DiplomacyStatements_FirstMeet_Text.xml
[2868725.049] LocalizedText - Loading Text/en_US/Expansion2_DiplomacyStatements_KudosAndWarnings_Text.xml
[2868725.049] LocalizedText - Loading Text/en_US/Expansion2_DiplomacyStatements_Misc.xml
[2868725.051] LocalizedText - Loading Text/en_US/Expansion2_Districts_Text.xml
[2868725.051] LocalizedText - Loading Text/en_US/Expansion2_FeaturesAndTerrains_Text.xml
[2868725.052] LocalizedText - Loading Text/en_US/Expansion2_Gossip_Text.xml
[2868725.052] LocalizedText - Loading Text/en_US/Expansion2_GreatPeople_Text.xml
[2868725.053] LocalizedText - Loading Text/en_US/Expansion2_Improvements_Text.xml
[2868725.053] LocalizedText - Loading Text/en_US/Expansion2_InGameText.xml
[2868725.058] LocalizedText - Loading Text/en_US/Expansion2_Leaders_Text.xml
[2868725.058] LocalizedText - Loading Text/en_US/Expansion2_LoadingInfo_Text.xml
[2868725.058] LocalizedText - Loading Text/en_US/Expansion2_Moments_Text.xml
[2868725.059] LocalizedText - Loading Text/en_US/Expansion2_NamedPlaces_Text.xml
[2868725.064] LocalizedText - Loading Text/en_US/Expansion2_Notifications_Text.xml
[2868725.065] LocalizedText - Loading Text/en_US/Expansion2_Promotions_Text.xml
[2868725.066] LocalizedText - Loading Text/en_US/Expansion2_Quotes_Text.xml
[2868725.066] LocalizedText - Loading Text/en_US/Expansion2_RandomEvents_Text.xml
[2868725.068] LocalizedText - Loading Text/en_US/Expansion2_Religion_Text.xml
[2868725.068] LocalizedText - Loading Text/en_US/Expansion2_Routes_Text.xml
[2868725.068] LocalizedText - Loading Text/en_US/Expansion2_Technologies_Text.xml
[2868725.069] LocalizedText - Loading Text/en_US/Expansion2_UnitNames_Text.xml
[2868725.071] LocalizedText - Loading Text/en_US/Expansion2_Unit_Abilities_Text.xml
[2868725.072] LocalizedText - Loading Text/en_US/Expansion2_Units_Text.xml
[2868725.072] LocalizedText - Loading Text/Expansion2_Translations_Text.xml
[2868725.822] LocalizedText - Loading Text/Expansion2_Translations_Text_China.xml
[2868725.822] Warning: Unable to load ../../../DLC/Expansion2/Text/Expansion2_Translations_Text_China.xml
[2868725.822] Warning: LocalizedText - Failed loading XML.
[2868726.052] Successfully released save point.
[2868726.052] Applying Component - Expansion2_MajorText (UpdateText)
[2868726.052] Creating database save point.
[2868726.052] LocalizedText - Loading Text/en_US/Expansion1_HallofFame_Text.xml
[2868726.053] LocalizedText - Loading Text/en_US/Expansion2_ConfigText.xml
[2868726.055] LocalizedText - Loading Text/en_US/Expansion2_HallofFame_Text.xml
[2868726.055] LocalizedText - Loading Text/Expansion2_Translations_ConfigText.xml
[2868726.069] LocalizedText - Loading Text/Expansion2_Translations_ConfigText_China.xml
[2868726.069] Warning: Unable to load ../../../DLC/Expansion2/Text/Expansion2_Translations_ConfigText_China.xml
[2868726.069] Warning: LocalizedText - Failed loading XML.
[2868726.069] LocalizedText - Loading Text/Expansion2_Translations_Major_Text.xml
[2868726.070] Warning: Unable to load ../../../DLC/Expansion2/Text/Expansion2_Translations_Major_Text.xml
[2868726.070] Warning: LocalizedText - Failed loading XML.
[2868726.070] LocalizedText - Loading Text/Expansion2_Translations_Major_Text_China.xml
[2868726.070] Warning: Unable to load ../../../DLC/Expansion2/Text/Expansion2_Translations_Major_Text_China.xml
[2868726.070] Warning: LocalizedText - Failed loading XML.
[2868726.072] Successfully released save point.
[2868726.072] Applying Component - Expansion2_MajorARX (UpdateLogitechARX)
[2868726.072] UpdateARX - Loading Data/ARX/Civ_LEADER_DIDO.png
[2868726.073] UpdateARX - Loading Data/ARX/Civ_LEADER_ELEANOR_ENGLAND.png
[2868726.073] UpdateARX - Loading Data/ARX/Civ_LEADER_ELEANOR_FRANCE.png
[2868726.074] UpdateARX - Loading Data/ARX/Civ_LEADER_KRISTINA.png
[2868726.075] UpdateARX - Loading Data/ARX/Civ_LEADER_KUPE.png
[2868726.075] UpdateARX - Loading Data/ARX/Civ_LEADER_LAURIER.png
[2868726.076] UpdateARX - Loading Data/ARX/Civ_LEADER_MANSA_MUSA.png
[2868726.076] UpdateARX - Loading Data/ARX/Civ_LEADER_MATTHIAS_CORVINUS.png
[2868726.077] UpdateARX - Loading Data/ARX/Civ_LEADER_PACHACUTI.png
[2868726.078] UpdateARX - Loading Data/ARX/Civ_LEADER_SULEIMAN.png
[2868726.078] Applying Component - Expansion2Audio (UpdateAudio)
[2868726.078] UpdateAudio - Loading Platforms/Windows/Audio/XP2Banks.ini
[2868726.079] UpdateAudio - Loading Platforms/Windows/Audio/XP2_Music_Bank.bnk
[2868726.079] UpdateAudio - Loading Platforms/Windows/Audio/XP2_Music_Bank.txt
[2868726.079] UpdateAudio - Loading Platforms/Windows/Audio/XP2_Music_Bank.xml
[2868726.079] UpdateAudio - Loading Platforms/Windows/Audio/XP2_Speech.bnk
[2868726.080] UpdateAudio - Loading Platforms/Windows/Audio/XP2_Speech.txt
[2868726.080] UpdateAudio - Loading Platforms/Windows/Audio/XP2_Speech.xml
